date,type,downloads
2024-12-15,RS-os,592
2024-12-15,desktop,18702
2024-12-16,RS-os,955
2024-12-16,desktop,34356
2024-12-17,RS-os,1239
2024-12-17,desktop,73834
2024-12-18,RS-os,1050
2024-12-18,desktop,59023
2024-12-19,RS-os,1132
2024-12-19,desktop,46738
2024-12-20,RS-os,933
2024-12-20,desktop,36908
2024-12-21,RS-os,627
2024-12-21,desktop,24091
2024-12-22,RS-os,475
2024-12-22,desktop,21566
2024-12-23,RS-os,801
2024-12-23,desktop,29805
2024-12-24,RS-os,780
2024-12-24,desktop,22719
2024-12-25,RS-os,659
2024-12-25,desktop,20673
2024-12-26,RS-os,736
2024-12-26,desktop,25512
2024-12-27,RS-os,783
2024-12-27,desktop,22878
2024-12-28,RS-os,504
2024-12-28,desktop,17045
2024-12-29,RS-os,461
2024-12-29,desktop,16911
2024-12-30,RS-os,747
2024-12-30,desktop,23097
2024-12-31,RS-os,576
2024-12-31,desktop,16921
2025-01-01,RS-os,563
2025-01-01,desktop,15214
2025-01-02,RS-os,797
2025-01-02,desktop,29098
2025-01-03,RS-os,910
2025-01-03,desktop,27819
2025-01-04,RS-os,571
2025-01-04,desktop,19417
2025-01-05,RS-os,685
2025-01-05,desktop,20200
2025-01-06,RS-os,989
2025-01-06,desktop,45771
2025-01-07,RS-os,1018
2025-01-07,desktop,51567
2025-01-08,RS-os,1244
2025-01-08,desktop,51425
2025-01-09,RS-os,1228
2025-01-09,desktop,47051
2025-01-10,RS-os,781
2025-01-10,desktop,38007
2025-01-11,RS-os,426
2025-01-11,desktop,22543
2025-01-12,RS-os,475
2025-01-12,desktop,23592
2025-01-13,RS-os,782
2025-01-13,desktop,54363
2025-01-14,RS-os,863
2025-01-14,desktop,56516
2025-01-15,RS-os,1078
2025-01-15,desktop,52709
2025-01-16,RS-os,1154
2025-01-16,desktop,52137
2025-01-17,RS-os,1231
2025-01-17,desktop,41720
2025-01-18,RS-os,464
2025-01-18,desktop,21778
2025-01-19,RS-os,605
2025-01-19,desktop,22022
2025-01-20,RS-os,858
2025-01-20,desktop,42486
2025-01-21,RS-os,1130
2025-01-21,desktop,54650
2025-01-22,RS-os,1216
2025-01-22,desktop,54342
2025-01-23,RS-os,1029
2025-01-23,desktop,51238
2025-01-24,RS-os,1033
2025-01-24,desktop,41012
2025-01-25,RS-os,508
2025-01-25,desktop,21745
2025-01-26,RS-os,536
2025-01-26,desktop,22448
2025-01-27,RS-os,1278
2025-01-27,desktop,48050
2025-01-28,RS-os,1495
2025-01-28,desktop,47250
2025-01-29,RS-os,1174
2025-01-29,desktop,44920
2025-01-30,RS-os,1183
2025-01-30,desktop,42753
2025-01-31,RS-os,967
2025-01-31,desktop,34938
2025-02-01,RS-os,600
2025-02-01,desktop,19607
2025-02-02,RS-os,414
2025-02-02,desktop,20899
2025-02-03,RS-os,942
2025-02-03,desktop,44100
2025-02-04,RS-os,1027
2025-02-04,desktop,45676
2025-02-05,RS-os,990
2025-02-05,desktop,44216
2025-02-06,RS-os,974
2025-02-06,desktop,42726
2025-02-07,RS-os,1239
2025-02-07,desktop,36369
2025-02-08,RS-os,559
2025-02-08,desktop,21577
2025-02-09,RS-os,514
2025-02-09,desktop,21372
2025-02-10,RS-os,1072
2025-02-10,desktop,43889
2025-02-11,RS-os,1258
2025-02-11,desktop,45700
2025-02-12,RS-os,1292
2025-02-12,desktop,43576
2025-02-13,RS-os,1151
2025-02-13,desktop,43108
2025-02-14,RS-os,911
2025-02-14,desktop,42526
2025-02-15,RS-os,516
2025-02-15,desktop,24368
2025-02-16,RS-os,546
2025-02-16,desktop,24211
2025-02-17,RS-os,873
2025-02-17,desktop,47922
2025-02-18,RS-os,1110
2025-02-18,desktop,50147
2025-02-19,RS-os,1175
2025-02-19,desktop,47611
2025-02-20,RS-os,1154
2025-02-20,desktop,44534
2025-02-21,RS-os,1073
2025-02-21,desktop,38892
2025-02-22,RS-os,559
2025-02-22,desktop,24100
2025-02-23,RS-os,627
2025-02-23,desktop,25150
2025-02-24,RS-os,1228
2025-02-24,desktop,51117
2025-02-25,RS-os,1229
2025-02-25,desktop,50617
2025-02-26,RS-os,1123
2025-02-26,desktop,46415
2025-02-27,RS-os,1116
2025-02-27,desktop,44837
2025-02-28,RS-os,1488
2025-02-28,desktop,36482
2025-03-01,RS-os,537
2025-03-01,desktop,22972
2025-03-02,RS-os,477
2025-03-02,desktop,24937
2025-03-03,RS-os,962
2025-03-03,desktop,46513
2025-03-04,RS-os,1050
2025-03-04,desktop,60783
2025-03-05,RS-os,1154
2025-03-05,desktop,80722
2025-03-06,RS-os,1056
2025-03-06,desktop,69495
2025-03-07,RS-os,1014
2025-03-07,desktop,52441
2025-03-08,RS-os,481
2025-03-08,desktop,31120
2025-03-09,RS-os,604
2025-03-09,desktop,32529
2025-03-10,RS-os,1225
2025-03-10,desktop,62167
2025-03-11,RS-os,1188
2025-03-11,desktop,60533
2025-03-12,RS-os,1330
2025-03-12,desktop,57664
2025-03-13,RS-os,1164
2025-03-13,desktop,53206
2025-03-14,RS-os,899
2025-03-14,desktop,42080
2025-03-15,RS-os,461
2025-03-15,desktop,27010
2025-03-16,RS-os,488
2025-03-16,desktop,27757
2025-03-17,RS-os,1143
2025-03-17,desktop,58387
2025-03-18,RS-os,1243
2025-03-18,desktop,54811
2025-03-19,RS-os,1215
2025-03-19,desktop,51155
2025-03-20,RS-os,1145
2025-03-20,desktop,46433
2025-03-21,RS-os,1170
2025-03-21,desktop,39832
2025-03-22,RS-os,634
2025-03-22,desktop,25021
2025-03-23,RS-os,633
2025-03-23,desktop,25364
2025-03-24,RS-os,1142
2025-03-24,desktop,49346
2025-03-25,RS-os,1135
2025-03-25,desktop,47819
2025-03-26,RS-os,922
2025-03-26,desktop,44117
2025-03-27,RS-os,906
2025-03-27,desktop,42162
2025-03-28,RS-os,951
2025-03-28,desktop,35092
2025-03-29,RS-os,490
2025-03-29,desktop,21792
2025-03-30,RS-os,536
2025-03-30,desktop,23044
2025-03-31,RS-os,935
2025-03-31,desktop,40787
2025-04-01,RS-os,1228
2025-04-01,desktop,46560
2025-04-02,RS-os,1286
2025-04-02,desktop,44225
2025-04-03,RS-os,855
2025-04-03,desktop,41349
2025-04-04,RS-os,868
2025-04-04,desktop,33424
2025-04-05,RS-os,475
2025-04-05,desktop,21838
2025-04-06,RS-os,480
2025-04-06,desktop,23013
2025-04-07,RS-os,940
2025-04-07,desktop,43601
2025-04-08,RS-os,923
2025-04-08,desktop,44997
2025-04-09,RS-os,1293
2025-04-09,desktop,43692
2025-04-10,RS-os,1091
2025-04-10,desktop,41615
2025-04-11,RS-os,1066
2025-04-11,desktop,35929
2025-04-12,RS-os,531
2025-04-12,desktop,22578
2025-04-13,RS-os,512
2025-04-13,desktop,23475
2025-04-14,RS-os,1011
2025-04-14,desktop,41099
2025-04-15,RS-os,1044
2025-04-15,desktop,43575
2025-04-16,RS-os,1267
2025-04-16,desktop,39259
2025-04-17,RS-os,1034
2025-04-17,desktop,37999
2025-04-18,RS-os,759
2025-04-18,desktop,27357
2025-04-19,RS-os,558
2025-04-19,desktop,20316
2025-04-20,RS-os,516
2025-04-20,desktop,20024
2025-04-21,RS-os,777
2025-04-21,desktop,33993
2025-04-22,RS-os,1034
2025-04-22,desktop,40688
2025-04-23,RS-os,1166
2025-04-23,desktop,40098
2025-04-24,RS-os,972
2025-04-24,desktop,37677
2025-04-25,RS-os,870
2025-04-25,desktop,31216
2025-04-26,RS-os,483
2025-04-26,desktop,20707
2025-04-27,RS-os,434
2025-04-27,desktop,22351
2025-04-28,RS-os,961
2025-04-28,desktop,37058
2025-04-29,RS-os,970
2025-04-29,desktop,37519
2025-04-30,RS-os,940
2025-04-30,desktop,33080
2025-05-01,RS-os,608
2025-05-01,desktop,25684
2025-05-02,RS-os,744
2025-05-02,desktop,26070
2025-05-03,RS-os,390
2025-05-03,desktop,18904
2025-05-04,RS-os,555
2025-05-04,desktop,18981
2025-05-05,RS-os,816
2025-05-05,desktop,37066
2025-05-06,RS-os,1124
2025-05-06,desktop,44470
2025-05-07,RS-os,1095
2025-05-07,desktop,41503
2025-05-08,RS-os,1061
2025-05-08,desktop,38114
2025-05-09,RS-os,910
2025-05-09,desktop,34322
2025-05-10,RS-os,423
2025-05-10,desktop,21525
2025-05-11,RS-os,459
2025-05-11,desktop,21045
2025-05-12,RS-os,889
2025-05-12,desktop,47902
2025-05-13,RS-os,1045
2025-05-13,desktop,78942
2025-05-14,RS-os,1092
2025-05-14,desktop,64206
2025-05-15,RS-os,1142
2025-05-15,desktop,56726
2025-05-16,RS-os,997
2025-05-16,desktop,46685
2025-05-17,RS-os,479
2025-05-17,desktop,29398
2025-05-18,RS-os,469
2025-05-18,desktop,29382
2025-05-19,RS-os,832
2025-05-19,desktop,52072
2025-05-20,RS-os,1022
2025-05-20,desktop,55448
2025-05-21,RS-os,1181
2025-05-21,desktop,50068
2025-05-22,RS-os,1290
2025-05-22,desktop,46536
2025-05-23,RS-os,1004
2025-05-23,desktop,40443
2025-05-24,RS-os,473
2025-05-24,desktop,28512
2025-05-25,RS-os,444
2025-05-25,desktop,24638
2025-05-26,RS-os,762
2025-05-26,desktop,39016
2025-05-27,RS-os,899
2025-05-27,desktop,44377
2025-05-28,RS-os,1002
2025-05-28,desktop,42812
2025-05-29,RS-os,901
2025-05-29,desktop,34891
2025-05-30,RS-os,929
2025-05-30,desktop,31263
2025-05-31,RS-os,802
2025-05-31,desktop,20648
2025-06-01,RS-os,448
2025-06-01,desktop,21076
2025-06-02,RS-os,1124
2025-06-02,desktop,39649
2025-06-03,RS-os,1065
2025-06-03,desktop,47392
2025-06-04,RS-os,1074
2025-06-04,desktop,46214
2025-06-05,RS-os,1013
2025-06-05,desktop,45304
2025-06-06,RS-os,787
2025-06-06,desktop,48728
2025-06-07,RS-os,566
2025-06-07,desktop,35295
2025-06-08,RS-os,479
2025-06-08,desktop,31161
2025-06-09,RS-os,935
2025-06-09,desktop,43023
2025-06-10,RS-os,1026
2025-06-10,desktop,46353
2025-06-11,RS-os,941
2025-06-11,desktop,40831
2025-06-12,RS-os,1072
2025-06-12,desktop,38839
2025-06-13,RS-os,870
2025-06-13,desktop,34299
2025-06-14,RS-os,504
2025-06-14,desktop,21391
2025-06-15,RS-os,427
2025-06-15,desktop,21852
2025-06-16,RS-os,933
2025-06-16,desktop,42186
2025-06-17,RS-os,898
2025-06-17,desktop,41684
2025-06-18,RS-os,1185
2025-06-18,desktop,34520
2025-06-19,RS-os,812
2025-06-19,desktop,30323
2025-06-20,RS-os,853
2025-06-20,desktop,28674
2025-06-21,RS-os,473
2025-06-21,desktop,19513
2025-06-22,RS-os,514
2025-06-22,desktop,18728
2025-06-23,RS-os,789
2025-06-23,desktop,35418
2025-06-24,RS-os,1021
2025-06-24,desktop,35829
2025-06-25,RS-os,2044
2025-06-25,desktop,35346
2025-06-26,RS-os,2017
2025-06-26,desktop,34275
2025-06-27,RS-os,2083
2025-06-27,desktop,28469
2025-06-28,RS-os,1500
2025-06-28,desktop,19288
2025-06-29,RS-os,1557
2025-06-29,desktop,20867
2025-06-30,RS-os,1771
2025-06-30,desktop,34113
2025-07-01,RS-os,1898
2025-07-01,desktop,34551
2025-07-02,RS-os,1974
2025-07-02,desktop,35191
2025-07-03,RS-os,1943
2025-07-03,desktop,32137
2025-07-04,RS-os,1869
2025-07-04,desktop,27388
2025-07-05,RS-os,1553
2025-07-05,desktop,19476
2025-07-06,RS-os,1619
2025-07-06,desktop,19673
2025-07-07,RS-os,2768
2025-07-07,desktop,34972
2025-07-08,RS-os,2166
2025-07-08,desktop,36353
2025-07-09,RS-os,2321
2025-07-09,desktop,34130
2025-07-10,RS-os,2290
2025-07-10,desktop,32327
2025-07-11,RS-os,2292
2025-07-11,desktop,28808
2025-07-12,RS-os,1515
2025-07-12,desktop,18745
2025-07-13,RS-os,1483
2025-07-13,desktop,19574
2025-07-14,RS-os,2039
2025-07-14,desktop,33871
2025-07-15,RS-os,2110
2025-07-15,desktop,33229
2025-07-16,RS-os,1876
2025-07-16,desktop,33868
2025-07-17,RS-os,1878
2025-07-17,desktop,32210
2025-07-18,RS-os,1980
2025-07-18,desktop,27563
2025-07-19,RS-os,1377
2025-07-19,desktop,18808
2025-07-20,RS-os,1345
2025-07-20,desktop,18899
2025-07-21,RS-os,2236
2025-07-21,desktop,35154
2025-07-22,RS-os,1961
2025-07-22,desktop,35042
2025-07-23,RS-os,2078
2025-07-23,desktop,32591
2025-07-24,RS-os,1730
2025-07-24,desktop,31533
2025-07-25,RS-os,1981
2025-07-25,desktop,27816
2025-07-26,RS-os,1289
2025-07-26,desktop,18893
2025-07-27,RS-os,1232
2025-07-27,desktop,19424
2025-07-28,RS-os,1670
2025-07-28,desktop,34055
2025-07-29,RS-os,1226
2025-07-29,desktop,33920
2025-07-30,RS-os,871
2025-07-30,desktop,30613
2025-07-31,RS-os,733
2025-07-31,desktop,30805
2025-08-01,RS-os,833
2025-08-01,desktop,26966
2025-08-02,RS-os,415
2025-08-02,desktop,17779
2025-08-03,RS-os,386
2025-08-03,desktop,18090
2025-08-04,RS-os,811
2025-08-04,desktop,31802
2025-08-05,RS-os,839
2025-08-05,desktop,33320
2025-08-06,RS-os,1003
2025-08-06,desktop,32318
2025-08-07,RS-os,804
2025-08-07,desktop,30931
2025-08-08,RS-os,992
2025-08-08,desktop,26285
2025-08-09,RS-os,513
2025-08-09,desktop,17656
2025-08-10,RS-os,401
2025-08-10,desktop,17494
2025-08-11,RS-os,992
2025-08-11,desktop,33125
2025-08-12,RS-os,886
2025-08-12,desktop,34052
2025-08-13,RS-os,805
2025-08-13,desktop,33309
2025-08-14,RS-os,779
2025-08-14,desktop,30490
2025-08-15,RS-os,725
2025-08-15,desktop,24579
2025-08-16,RS-os,585
2025-08-16,desktop,17423
2025-08-17,RS-os,538
2025-08-17,desktop,18644
2025-08-18,RS-os,882
2025-08-18,desktop,37958
2025-08-19,RS-os,974
2025-08-19,desktop,40430
2025-08-20,RS-os,1329
2025-08-20,desktop,41393
2025-08-21,RS-os,1439
2025-08-21,desktop,39791
2025-08-22,RS-os,1262
2025-08-22,desktop,34175
2025-08-23,RS-os,764
2025-08-23,desktop,20668
2025-08-24,RS-os,708
2025-08-24,desktop,22129
2025-08-25,RS-os,1176
2025-08-25,desktop,50144
2025-08-26,RS-os,1430
2025-08-26,desktop,55706
2025-08-27,RS-os,1148
2025-08-27,desktop,50513
2025-08-28,RS-os,918
2025-08-28,desktop,49573
2025-08-29,RS-os,813
2025-08-29,desktop,38245
2025-08-30,RS-os,528
2025-08-30,desktop,21943
2025-08-31,RS-os,645
2025-08-31,desktop,24124
2025-09-01,RS-os,801
2025-09-01,desktop,46713
2025-09-02,RS-os,926
2025-09-02,desktop,61307
2025-09-03,RS-os,972
2025-09-03,desktop,63440
2025-09-04,RS-os,939
2025-09-04,desktop,59931
2025-09-05,RS-os,871
2025-09-05,desktop,43770
2025-09-06,RS-os,524
2025-09-06,desktop,25483
2025-09-07,RS-os,716
2025-09-07,desktop,28101
2025-09-08,RS-os,1080
2025-09-08,desktop,61806
2025-09-09,RS-os,999
2025-09-09,desktop,61841
2025-09-10,RS-os,1001
2025-09-10,desktop,56573
2025-09-11,RS-os,840
2025-09-11,desktop,51072
2025-09-12,RS-os,805
2025-09-12,desktop,40489
2025-09-13,RS-os,525
2025-09-13,desktop,48904
2025-09-14,RS-os,877
2025-09-14,desktop,45421
2025-09-15,RS-os,1029
2025-09-15,desktop,100984
2025-09-16,RS-os,1086
2025-09-16,desktop,96012
2025-09-17,RS-os,906
2025-09-17,desktop,85986
2025-09-18,RS-os,1023
2025-09-18,desktop,74137
2025-09-19,RS-os,895
2025-09-19,desktop,58449
2025-09-20,RS-os,455
2025-09-20,desktop,31964
2025-09-21,RS-os,510
2025-09-21,desktop,34620
2025-09-22,RS-os,894
2025-09-22,desktop,68137
2025-09-23,RS-os,968
2025-09-23,desktop,67293
2025-09-24,RS-os,1112
2025-09-24,desktop,65266
2025-09-25,RS-os,951
2025-09-25,desktop,62654
2025-09-26,RS-os,1007
2025-09-26,desktop,53248
2025-09-27,RS-os,441
2025-09-27,desktop,29511
2025-09-28,RS-os,510
2025-09-28,desktop,32257
2025-09-29,RS-os,903
2025-09-29,desktop,60049
2025-09-30,RS-os,812
2025-09-30,desktop,59499
2025-10-01,RS-os,1139
2025-10-01,desktop,59775
2025-10-02,RS-os,905
2025-10-02,desktop,93003
2025-10-03,RS-os,812
2025-10-03,desktop,70172
2025-10-04,RS-os,528
2025-10-04,desktop,37880
2025-10-05,RS-os,646
2025-10-05,desktop,38506
2025-10-06,RS-os,1163
2025-10-06,desktop,74065
2025-10-07,RS-os,964
2025-10-07,desktop,73719
2025-10-08,RS-os,956
2025-10-08,desktop,67614
2025-10-09,RS-os,905
2025-10-09,desktop,63264
2025-10-10,RS-os,865
2025-10-10,desktop,53798
2025-10-11,RS-os,577
2025-10-11,desktop,33291
2025-10-12,RS-os,569
2025-10-12,desktop,33676
2025-10-13,RS-os,821
2025-10-13,desktop,60545
2025-10-14,RS-os,811
2025-10-14,desktop,62358
2025-10-15,RS-os,1205
2025-10-15,desktop,59980
2025-10-16,RS-os,952
2025-10-16,desktop,55797
2025-10-17,RS-os,986
2025-10-17,desktop,48366
2025-10-18,RS-os,463
2025-10-18,desktop,28593
2025-10-19,RS-os,457
2025-10-19,desktop,29787
2025-10-20,RS-os,1011
2025-10-20,desktop,47868
2025-10-21,RS-os,1200
2025-10-21,desktop,55551
2025-10-22,RS-os,944
2025-10-22,desktop,53621
2025-10-23,RS-os,974
2025-10-23,desktop,48932
2025-10-24,RS-os,755
2025-10-24,desktop,40667
2025-10-25,RS-os,414
2025-10-25,desktop,26384
2025-10-26,RS-os,572
2025-10-26,desktop,28747
2025-10-27,RS-os,739
2025-10-27,desktop,49597
2025-10-28,RS-os,849
2025-10-28,desktop,49283
2025-10-29,RS-os,975
2025-10-29,desktop,46142
2025-10-30,RS-os,853
2025-10-30,desktop,46555
2025-10-31,RS-os,770
2025-10-31,desktop,71834
2025-11-01,RS-os,368
2025-11-01,desktop,42349
2025-11-02,RS-os,433
2025-11-02,desktop,42194
2025-11-03,RS-os,857
2025-11-03,desktop,81105
2025-11-04,RS-os,1023
2025-11-04,desktop,73263
2025-11-05,RS-os,976
2025-11-05,desktop,67864
2025-11-06,RS-os,814
2025-11-06,desktop,62920
2025-11-07,RS-os,668
2025-11-07,desktop,49690
2025-11-08,RS-os,394
2025-11-08,desktop,31941
2025-11-09,RS-os,478
2025-11-09,desktop,32090
2025-11-10,RS-os,862
2025-11-10,desktop,58768
2025-11-11,RS-os,850
2025-11-11,desktop,55935
2025-11-12,RS-os,28
2025-11-12,desktop,2288
2025-11-13,desktop,1
2026-01-13,RS-os,1
2026-01-13,desktop,3
2026-01-14,RS-os,805
2026-01-14,desktop,63951
2026-01-15,RS-os,768
2026-01-15,desktop,58452
2026-01-16,RS-os,702
2026-01-16,desktop,46624
2026-01-17,RS-os,389
2026-01-17,desktop,26223
2026-01-18,RS-os,479
2026-01-18,desktop,28840
2026-01-19,RS-os,677
2026-01-19,desktop,51838
2026-01-20,RS-os,825
2026-01-20,desktop,62684
2026-01-21,RS-os,927
2026-01-21,desktop,63812
2026-01-22,RS-os,1086
2026-01-22,desktop,59341
2026-01-23,RS-os,755
2026-01-23,desktop,45852
2026-01-24,RS-os,489
2026-01-24,desktop,25644
2026-01-25,RS-os,481
2026-01-25,desktop,25958
2026-01-26,RS-os,820
2026-01-26,desktop,47981
2026-01-27,RS-os,707
2026-01-27,desktop,53343
2026-01-28,RS-os,878
2026-01-28,desktop,52045
2026-01-29,RS-os,782
2026-01-29,desktop,49259
2026-01-30,RS-os,698
2026-01-30,desktop,40189
2026-01-31,RS-os,432
2026-01-31,desktop,23476
2026-02-01,RS-os,397
2026-02-01,desktop,24800
2026-02-02,RS-os,730
2026-02-02,desktop,52122
2026-02-03,RS-os,6703
2026-02-03,desktop,56747
2026-02-04,RS-os,1181
2026-02-04,desktop,49361
2026-02-05,RS-os,919
2026-02-05,desktop,46757
2026-02-06,RS-os,3041
2026-02-06,desktop,36826
2026-02-07,RS-os,490
2026-02-07,desktop,22238
2026-02-08,RS-os,442
2026-02-08,desktop,22312
2026-02-09,RS-os,866
2026-02-09,desktop,45424
2026-02-10,RS-os,772
2026-02-10,desktop,46310
2026-02-11,RS-os,1148
2026-02-11,desktop,43728
2026-02-12,RS-os,1792
2026-02-12,desktop,41999
2026-02-13,RS-os,1948
2026-02-13,desktop,33530
2026-02-14,RS-os,355
2026-02-14,desktop,19553
2026-02-15,RS-os,425
2026-02-15,desktop,19672
2026-02-16,RS-os,655
2026-02-16,desktop,36153
2026-02-17,RS-os,738
2026-02-17,desktop,52340
2026-02-18,RS-os,749
2026-02-18,desktop,40756
2026-02-19,RS-os,6471
2026-02-19,desktop,51366
2026-02-20,RS-os,58
2026-02-20,desktop,3753
