date,type,downloads
2019-08-28,desktop,33605
2019-08-29,RS-os,2217
2019-08-29,desktop,31318
2019-08-30,RS-os,1834
2019-08-30,desktop,24112
2019-08-31,RS-os,723
2019-08-31,desktop,12851
2019-09-01,RS-os,794
2019-09-01,desktop,13742
2019-09-02,RS-os,1641
2019-09-02,desktop,24806
2019-09-03,RS-os,2297
2019-09-03,desktop,35001
2019-09-04,RS-os,2452
2019-09-04,desktop,37058
2019-09-05,RS-os,2479
2019-09-05,desktop,33921
2019-09-06,RS-os,2171
2019-09-06,desktop,27605
2019-09-07,RS-os,1016
2019-09-07,desktop,15141
2019-09-08,RS-os,1144
2019-09-08,desktop,17007
2019-09-09,RS-os,2380
2019-09-09,desktop,34951
2019-09-10,RS-os,2330
2019-09-10,desktop,33691
2019-09-11,RS-os,2239
2019-09-11,desktop,3158
2019-09-12,RS-os,2382
2019-09-12,desktop,29305
2019-09-13,RS-os,2106
2019-09-13,desktop,23047
2019-09-14,RS-os,1002
2019-09-14,desktop,14892
2019-09-15,RS-os,1111
2019-09-15,desktop,16425
2019-09-16,RS-os,2381
2019-09-16,desktop,31251
2019-09-17,RS-os,2563
2019-09-17,desktop,34489
2019-09-18,RS-os,2564
2019-09-18,desktop,34530
2019-09-19,RS-os,2414
2019-09-19,desktop,33099
2019-09-20,RS-os,2254
2019-09-20,desktop,27834
2019-09-21,RS-os,979
2019-09-21,desktop,16746
2019-09-22,RS-os,956
2019-09-22,desktop,17547
2019-09-23,RS-os,2529
2019-09-23,desktop,33035
2019-09-24,RS-os,2470
2019-09-24,desktop,34077
2019-09-25,RS-os,2529
2019-09-25,desktop,35596
2019-09-26,RS-os,2522
2019-09-26,desktop,33803
2019-09-27,RS-os,2137
2019-09-27,desktop,28152
2019-09-28,RS-os,818
2019-09-28,desktop,17206
2019-09-29,RS-os,994
2019-09-29,desktop,18614
2019-09-30,RS-os,2126
2019-09-30,desktop,31610
2019-10-01,RS-os,2187
2019-10-01,desktop,32612
2019-10-02,RS-os,104
2019-10-02,desktop,4159
2019-10-03,RS-os,2343
2019-10-03,desktop,30814
2019-10-04,RS-os,2021
2019-10-04,desktop,25907
2019-10-05,RS-os,780
2019-10-05,desktop,15814
2019-10-06,RS-os,899
2019-10-06,desktop,17288
2019-10-07,RS-os,200
2019-10-07,desktop,564
2019-10-08,RS-os,2481
2019-10-08,desktop,30812
2019-10-09,RS-os,1918
2019-10-09,desktop,29400
2019-10-10,RS-os,1960
2019-10-10,desktop,29959
2019-10-11,RS-os,1557
2019-10-11,desktop,25901
2019-10-12,RS-os,849
2019-10-12,desktop,16682
2019-10-13,RS-os,839
2019-10-13,desktop,17275
2019-10-14,RS-os,2242
2019-10-14,desktop,29518
2019-10-15,RS-os,2298
2019-10-15,desktop,30997
2019-10-16,RS-os,1929
2019-10-16,desktop,32329
2019-10-17,RS-os,2255
2019-10-17,desktop,29226
2019-10-18,RS-os,2134
2019-10-18,desktop,24858
2019-10-19,RS-os,721
2019-10-19,desktop,16644
2019-10-20,RS-os,286
2019-10-20,desktop,17203
2019-10-21,RS-os,1870
2019-10-21,desktop,30244
2019-10-22,RS-os,2416
2019-10-22,desktop,30536
2019-10-23,RS-os,2890
2019-10-23,desktop,28238
2019-10-24,RS-os,2452
2019-10-24,desktop,26717
2019-10-25,RS-os,1910
2019-10-25,desktop,22274
2019-10-26,RS-os,694
2019-10-26,desktop,13989
2019-10-27,RS-os,755
2019-10-27,desktop,14508
2019-10-28,RS-os,1888
2019-10-28,desktop,25723
2019-10-29,RS-os,1925
2019-10-29,desktop,27110
2019-10-30,RS-os,2074
2019-10-30,desktop,27230
2019-10-31,RS-os,2018
2019-10-31,desktop,24115
2019-11-01,RS-os,1789
2019-11-01,desktop,20642
2019-11-02,RS-os,804
2019-11-02,desktop,14310
2019-11-03,RS-os,744
2019-11-03,desktop,14902
2019-11-04,RS-os,2171
2019-11-04,desktop,30118
2019-11-05,RS-os,2132
2019-11-05,desktop,32536
2019-11-06,RS-os,2106
2019-11-06,desktop,30403
2019-11-07,RS-os,2158
2019-11-07,desktop,28792
2019-11-08,RS-os,2042
2019-11-08,desktop,26337
2019-11-09,RS-os,870
2019-11-09,desktop,18388
2019-11-10,RS-os,789
2019-11-10,desktop,17367
2019-11-11,RS-os,2018
2019-11-11,desktop,27299
2019-11-12,RS-os,2310
2019-11-12,desktop,31057
2019-11-13,RS-os,2068
2019-11-13,desktop,30488
2019-11-14,RS-os,1914
2019-11-14,desktop,31067
2019-11-15,RS-os,2024
2019-11-15,desktop,26989
2019-11-16,RS-os,972
2019-11-16,desktop,18524
2019-11-17,RS-os,847
2019-11-17,desktop,18976
2019-11-18,RS-os,2143
2019-11-18,desktop,32182
2019-11-19,RS-os,2348
2019-11-19,desktop,32253
2019-11-20,RS-os,2479
2019-11-20,desktop,30929
2019-11-21,RS-os,2603
2019-11-21,desktop,28840
2019-11-22,RS-os,2133
2019-11-22,desktop,26116
2019-11-23,RS-os,957
2019-11-23,desktop,17707
2019-11-24,RS-os,986
2019-11-24,desktop,17976
2019-11-25,RS-os,2217
2019-11-25,desktop,28728
2019-11-26,RS-os,2170
2019-11-26,desktop,29851
2019-11-27,RS-os,1950
2019-11-27,desktop,24176
2019-11-28,RS-os,1336
2019-11-28,desktop,22843
2019-11-29,RS-os,1232
2019-11-29,desktop,21082
2019-11-30,RS-os,836
2019-11-30,desktop,15897
2019-12-01,RS-os,839
2019-12-01,desktop,16227
2019-12-02,RS-os,2235
2019-12-02,desktop,28414
2019-12-03,RS-os,2520
2019-12-03,desktop,29622
2019-12-04,RS-os,2403
2019-12-04,desktop,28635
2019-12-05,RS-os,2234
2019-12-05,desktop,26358
2019-12-06,RS-os,2118
2019-12-06,desktop,23936
2019-12-07,RS-os,898
2019-12-07,desktop,17131
2019-12-08,RS-os,895
2019-12-08,desktop,16269
2019-12-09,RS-os,2222
2019-12-09,desktop,25280
2019-12-10,RS-os,2299
2019-12-10,desktop,26223
2019-12-11,RS-os,2142
2019-12-11,desktop,24763
2019-12-12,RS-os,2394
2019-12-12,desktop,23763
2019-12-13,RS-os,2216
2019-12-13,desktop,21390
2019-12-14,RS-os,794
2019-12-14,desktop,15012
2019-12-15,RS-os,840
2019-12-15,desktop,15359
2019-12-16,RS-os,1937
2019-12-16,desktop,24185
2019-12-17,RS-os,2507
2019-12-17,desktop,25006
2019-12-18,RS-os,2246
2019-12-18,desktop,24497
2019-12-19,RS-os,2012
2019-12-19,desktop,23195
2019-12-20,RS-os,1794
2019-12-20,desktop,19469
2019-12-21,RS-os,759
2019-12-21,desktop,13958
2019-12-22,RS-os,892
2019-12-22,desktop,13558
2019-12-23,RS-os,1881
2019-12-23,desktop,17572
2019-12-24,RS-os,1360
2019-12-24,desktop,14488
2019-12-25,RS-os,723
2019-12-25,desktop,12693
2019-12-26,RS-os,1263
2019-12-26,desktop,15135
2019-12-27,RS-os,1444
2019-12-27,desktop,15048
2019-12-28,RS-os,720
2019-12-28,desktop,12461
2019-12-29,RS-os,819
2019-12-29,desktop,11999
2019-12-30,RS-os,1468
2019-12-30,desktop,15226
2019-12-31,RS-os,1302
2019-12-31,desktop,12238
2020-01-01,RS-os,847
2020-01-01,desktop,10607
2020-01-02,RS-os,2059
2020-01-02,desktop,18313
2020-01-03,RS-os,1747
2020-01-03,desktop,19743
2020-01-04,RS-os,761
2020-01-04,desktop,15916
2020-01-05,RS-os,711
2020-01-05,desktop,26784
2020-01-06,RS-os,2302
2020-01-06,desktop,34049
2020-01-07,RS-os,2140
2020-01-07,desktop,36190
2020-01-08,RS-os,2367
2020-01-08,desktop,42347
2020-01-09,RS-os,2277
2020-01-09,desktop,40431
2020-01-10,RS-os,65
2020-01-10,desktop,31712
2020-01-11,RS-os,795
2020-01-11,desktop,19755
2020-01-12,RS-os,763
2020-01-12,desktop,20554
2020-01-13,RS-os,1245
2020-01-13,desktop,39153
2020-01-14,RS-os,2587
2020-01-14,desktop,40095
2020-01-15,RS-os,201
2020-01-15,desktop,38774
2020-01-16,RS-os,2257
2020-01-16,desktop,38857
2020-01-17,RS-os,2180
2020-01-17,desktop,31554
2020-01-18,RS-os,1091
2020-01-18,desktop,19570
2020-01-19,RS-os,990
2020-01-19,desktop,18851
2020-01-20,RS-os,1958
2020-01-20,desktop,32822
2020-01-21,RS-os,2135
2020-01-21,desktop,41257
2020-01-22,RS-os,2518
2020-01-22,desktop,41377
2020-01-23,RS-os,2249
2020-01-23,desktop,38317
2020-01-24,RS-os,1915
2020-01-24,desktop,31586
2020-01-25,RS-os,1015
2020-01-25,desktop,18977
2020-01-26,RS-os,1062
2020-01-26,desktop,19564
2020-01-27,RS-os,2138
2020-01-27,desktop,38659
2020-01-28,RS-os,2543
2020-01-28,desktop,38794
2020-01-29,RS-os,2597
2020-01-29,desktop,38661
2020-01-30,RS-os,2730
2020-01-30,desktop,34925
2020-01-31,RS-os,2291
2020-01-31,desktop,26968
2020-02-01,RS-os,1133
2020-02-01,desktop,17056
2020-02-02,RS-os,1244
2020-02-02,desktop,17514
2020-02-03,RS-os,2444
2020-02-03,desktop,32998
2020-02-04,RS-os,2224
2020-02-04,desktop,33722
2020-02-05,RS-os,2199
2020-02-05,desktop,33472
2020-02-06,RS-os,2469
2020-02-06,desktop,33380
2020-02-07,RS-os,180
2020-02-07,desktop,28554
2020-02-08,RS-os,1010
2020-02-08,desktop,18279
2020-02-09,RS-os,1036
2020-02-09,desktop,18821
2020-02-10,RS-os,165
2020-02-10,desktop,35348
2020-02-11,RS-os,2511
2020-02-11,desktop,38982
2020-02-12,RS-os,2271
2020-02-12,desktop,38295
2020-02-13,RS-os,2237
2020-02-13,desktop,20183
2020-02-14,RS-os,1886
2020-02-14,desktop,30773
2020-02-15,RS-os,962
2020-02-15,desktop,22443
2020-02-16,RS-os,1150
2020-02-16,desktop,22549
2020-02-17,RS-os,2292
2020-02-17,desktop,38263
2020-02-18,RS-os,2523
2020-02-18,desktop,40684
2020-02-19,RS-os,2948
2020-02-19,desktop,37982
2020-02-20,RS-os,2400
2020-02-20,desktop,36079
2020-02-21,RS-os,1808
2020-02-21,desktop,31146
2020-02-22,RS-os,1158
2020-02-22,desktop,22050
2020-02-23,RS-os,1129
2020-02-23,desktop,24204
2020-02-24,RS-os,2252
2020-02-24,desktop,39673
2020-02-25,RS-os,3094
2020-02-25,desktop,38002
2020-02-26,RS-os,2538
2020-02-26,desktop,38545
2020-02-27,RS-os,2603
2020-02-27,desktop,38913
2020-02-28,RS-os,2123
2020-02-28,desktop,12342
2020-02-29,RS-os,1280
2020-02-29,desktop,22405
2020-03-01,RS-os,1074
2020-03-01,desktop,23176
2020-03-02,RS-os,3023
2020-03-02,desktop,39891
2020-03-03,RS-os,2339
2020-03-03,desktop,41102
2020-03-04,RS-os,2315
2020-03-04,desktop,39989
2020-03-05,RS-os,2812
2020-03-05,desktop,37890
2020-03-06,RS-os,2325
2020-03-06,desktop,35226
2020-03-07,RS-os,1210
2020-03-07,desktop,24513
2020-03-08,RS-os,1124
2020-03-08,desktop,23340
2020-03-09,RS-os,2296
2020-03-09,desktop,37835
2020-03-10,RS-os,2614
2020-03-10,desktop,38965
2020-03-11,RS-os,2683
2020-03-11,desktop,38349
2020-03-12,RS-os,2568
2020-03-12,desktop,36153
2020-03-13,RS-os,2217
2020-03-13,desktop,31823
2020-03-14,RS-os,1038
2020-03-14,desktop,22617
2020-03-15,RS-os,1250
2020-03-15,desktop,24261
2020-03-16,RS-os,2394
2020-03-16,desktop,36240
2020-03-17,RS-os,2412
2020-03-17,desktop,42799
2020-03-18,RS-os,2549
2020-03-18,desktop,36992
2020-03-19,RS-os,2131
2020-03-19,desktop,43147
2020-03-20,RS-os,2190
2020-03-20,desktop,27438
2020-03-21,RS-os,1183
2020-03-21,desktop,19982
2020-03-22,RS-os,1039
2020-03-22,desktop,19964
2020-03-23,RS-os,2567
2020-03-23,desktop,34495
2020-03-24,RS-os,2493
2020-03-24,desktop,32904
2020-03-25,RS-os,2527
2020-03-25,desktop,32103
2020-03-26,RS-os,2538
2020-03-26,desktop,32690
2020-03-27,RS-os,2211
2020-03-27,desktop,28333
2020-03-28,RS-os,1388
2020-03-28,desktop,22015
2020-03-29,RS-os,1345
2020-03-29,desktop,20473
2020-03-30,RS-os,2667
2020-03-30,desktop,33125
2020-03-31,RS-os,2399
2020-03-31,desktop,32322
2020-04-01,RS-os,2410
2020-04-01,desktop,31504
2020-04-02,RS-os,2727
2020-04-02,desktop,31040
2020-04-03,RS-os,2649
2020-04-03,desktop,26289
2020-04-04,RS-os,1233
2020-04-04,desktop,19652
2020-04-05,RS-os,1146
2020-04-05,desktop,20330
2020-04-06,RS-os,3196
2020-04-06,desktop,29448
2020-04-07,RS-os,2606
2020-04-07,desktop,28858
2020-04-08,RS-os,2818
2020-04-08,desktop,28942
2020-04-09,RS-os,2445
2020-04-09,desktop,26090
2020-04-10,RS-os,2119
2020-04-10,desktop,23238
2020-04-11,RS-os,1217
2020-04-11,desktop,18264
2020-04-12,RS-os,1218
2020-04-12,desktop,18112
2020-04-13,RS-os,2525
2020-04-13,desktop,27271
2020-04-14,RS-os,2940
2020-04-14,desktop,32168
2020-04-15,RS-os,2935
2020-04-15,desktop,31647
2020-04-16,RS-os,2932
2020-04-16,desktop,30823
2020-04-17,RS-os,2726
2020-04-17,desktop,28468
2020-04-18,RS-os,1217
2020-04-18,desktop,21874
2020-04-19,RS-os,1287
2020-04-19,desktop,22427
2020-04-20,RS-os,2556
2020-04-20,desktop,32815
2020-04-21,RS-os,2385
2020-04-21,desktop,32375
2020-04-22,RS-os,2747
2020-04-22,desktop,30961
2020-04-23,RS-os,2572
2020-04-23,desktop,29855
2020-04-24,RS-os,2372
2020-04-24,desktop,26590
2020-04-25,RS-os,1295
2020-04-25,desktop,20712
2020-04-26,RS-os,1493
2020-04-26,desktop,20935
2020-04-27,RS-os,2523
2020-04-27,desktop,29937
2020-04-28,RS-os,2417
2020-04-28,desktop,29029
2020-04-29,RS-os,2596
2020-04-29,desktop,28464
2020-04-30,RS-os,2691
2020-04-30,desktop,26777
2020-05-01,RS-os,3162
2020-05-01,desktop,22720
2020-05-02,RS-os,1563
2020-05-02,desktop,18845
2020-05-03,RS-os,1504
2020-05-03,desktop,19509
2020-05-04,RS-os,2983
2020-05-04,desktop,27610
2020-05-05,RS-os,3027
2020-05-05,desktop,29763
2020-05-06,RS-os,2901
2020-05-06,desktop,31259
2020-05-07,RS-os,2834
2020-05-07,desktop,27190
2020-05-08,RS-os,2653
2020-05-08,desktop,24417
2020-05-09,RS-os,1500
2020-05-09,desktop,19702
2020-05-10,RS-os,1624
2020-05-10,desktop,19044
2020-05-11,RS-os,2554
2020-05-11,desktop,30466
2020-05-12,RS-os,3083
2020-05-12,desktop,30430
2020-05-13,RS-os,3105
2020-05-13,desktop,28102
2020-05-14,RS-os,3157
2020-05-14,desktop,26888
2020-05-15,RS-os,2570
2020-05-15,desktop,24363
2020-05-16,RS-os,1629
2020-05-16,desktop,18587
2020-05-17,RS-os,1719
2020-05-17,desktop,18222
2020-05-18,RS-os,2672
2020-05-18,desktop,27078
2020-05-19,RS-os,3113
2020-05-19,desktop,25800
2020-05-20,RS-os,2667
2020-05-20,desktop,24549
2020-05-21,RS-os,2413
2020-05-21,desktop,22425
2020-05-22,RS-os,2052
2020-05-22,desktop,21488
2020-05-23,RS-os,1304
2020-05-23,desktop,22526
2020-05-24,RS-os,1284
2020-05-24,desktop,17748
2020-05-25,RS-os,2141
2020-05-25,desktop,24963
2020-05-26,RS-os,2805
2020-05-26,desktop,28505
2020-05-27,RS-os,2355
2020-05-27,desktop,29053
2020-05-28,RS-os,2721
2020-05-28,desktop,30213
2020-05-29,RS-os,2208
2020-05-29,desktop,28060
2020-05-30,RS-os,35
2020-05-30,desktop,18413
2020-05-31,RS-os,1263
2020-05-31,desktop,19094
2020-06-01,RS-os,3099
2020-06-01,desktop,27595
2020-06-02,RS-os,3662
2020-06-02,desktop,29170
2020-06-03,RS-os,2899
2020-06-03,desktop,28201
2020-06-04,RS-os,2194
2020-06-04,desktop,26865
2020-06-05,RS-os,2637
2020-06-05,desktop,23993
2020-06-06,RS-os,1358
2020-06-06,desktop,18499
2020-06-07,RS-os,1401
2020-06-07,desktop,18120
2020-06-08,RS-os,2537
2020-06-08,desktop,27748
2020-06-09,RS-os,2735
2020-06-09,desktop,27488
2020-06-10,RS-os,2323
2020-06-10,desktop,26437
2020-06-11,RS-os,2547
2020-06-11,desktop,25223
2020-06-12,RS-os,2278
2020-06-12,desktop,23547
2020-06-13,RS-os,1382
2020-06-13,desktop,16977
2020-06-14,RS-os,1434
2020-06-14,desktop,17129
2020-06-15,RS-os,115
2020-06-15,desktop,25879
2020-06-16,RS-os,2762
2020-06-16,desktop,27477
2020-06-17,RS-os,2714
2020-06-17,desktop,24904
2020-06-18,RS-os,2354
2020-06-18,desktop,23646
2020-06-19,RS-os,2304
2020-06-19,desktop,22133
2020-06-20,RS-os,1224
2020-06-20,desktop,15914
2020-06-21,RS-os,1345
2020-06-21,desktop,16590
2020-06-22,RS-os,2149
2020-06-22,desktop,26637
2020-06-23,RS-os,2342
2020-06-23,desktop,25141
2020-06-24,RS-os,2479
2020-06-24,desktop,23231
2020-06-25,RS-os,2380
2020-06-25,desktop,23792
2020-06-26,RS-os,2252
2020-06-26,desktop,20491
2020-06-27,RS-os,1154
2020-06-27,desktop,16757
2020-06-28,RS-os,1216
2020-06-28,desktop,15867
2020-06-29,RS-os,2829
2020-06-29,desktop,24457
2020-06-30,RS-os,2667
2020-06-30,desktop,23919
2020-07-01,RS-os,2630
2020-07-01,desktop,23603
2020-07-02,RS-os,2722
2020-07-02,desktop,22776
2020-07-03,RS-os,2051
2020-07-03,desktop,19750
2020-07-04,RS-os,1371
2020-07-04,desktop,15115
2020-07-05,RS-os,1384
2020-07-05,desktop,14712
2020-07-06,RS-os,2485
2020-07-06,desktop,24331
2020-07-07,RS-os,2137
2020-07-07,desktop,22732
2020-07-08,RS-os,2440
2020-07-08,desktop,22146
2020-07-09,RS-os,2614
2020-07-09,desktop,20365
2020-07-10,RS-os,2104
2020-07-10,desktop,18079
2020-07-11,RS-os,1104
2020-07-11,desktop,13611
2020-07-12,RS-os,1159
2020-07-12,desktop,13940
2020-07-13,RS-os,2244
2020-07-13,desktop,22756
2020-07-14,RS-os,2583
2020-07-14,desktop,22476
2020-07-15,RS-os,2841
2020-07-15,desktop,22777
2020-07-16,RS-os,2816
2020-07-16,desktop,25633
2020-07-17,RS-os,2474
2020-07-17,desktop,22434
2020-07-18,RS-os,1139
2020-07-18,desktop,16030
2020-07-19,RS-os,1358
2020-07-19,desktop,15405
2020-07-20,RS-os,2912
2020-07-20,desktop,24139
2020-07-21,RS-os,2376
2020-07-21,desktop,24893
2020-07-22,RS-os,2911
2020-07-22,desktop,22736
2020-07-23,RS-os,2722
2020-07-23,desktop,25257
2020-07-24,RS-os,2416
2020-07-24,desktop,18842
2020-07-25,RS-os,1410
2020-07-25,desktop,12835
2020-07-26,RS-os,1329
2020-07-26,desktop,13077
2020-07-27,RS-os,2587
2020-07-27,desktop,25187
2020-07-28,RS-os,2494
2020-07-28,desktop,23154
2020-07-29,RS-os,2769
2020-07-29,desktop,20854
2020-07-30,RS-os,3022
2020-07-30,desktop,19626
2020-07-31,RS-os,2140
2020-07-31,desktop,17307
2020-08-01,RS-os,1298
2020-08-01,desktop,12648
2020-08-02,RS-os,1298
2020-08-02,desktop,14670
2020-08-03,RS-os,2537
2020-08-03,desktop,23584
2020-08-04,RS-os,2699
2020-08-04,desktop,23572
2020-08-05,RS-os,2657
2020-08-05,desktop,22784
2020-08-06,RS-os,3138
2020-08-06,desktop,21513
2020-08-07,RS-os,2449
2020-08-07,desktop,18611
2020-08-08,RS-os,1375
2020-08-08,desktop,14490
2020-08-09,RS-os,1331
2020-08-09,desktop,14343
2020-08-10,RS-os,2027
2020-08-10,desktop,23154
2020-08-11,RS-os,2444
2020-08-11,desktop,25666
2020-08-12,RS-os,2239
2020-08-12,desktop,27015
2020-08-13,RS-os,2401
2020-08-13,desktop,37842
2020-08-14,RS-os,2253
2020-08-14,desktop,22290
2020-08-15,RS-os,1420
2020-08-15,desktop,15757
2020-08-16,RS-os,1300
2020-08-16,desktop,16164
2020-08-17,RS-os,2434
2020-08-17,desktop,27474
2020-08-18,RS-os,2367
2020-08-18,desktop,29590
2020-08-19,RS-os,2547
2020-08-19,desktop,28758
2020-08-20,RS-os,2479
2020-08-20,desktop,28231
2020-08-21,RS-os,2369
2020-08-21,desktop,24827
2020-08-22,RS-os,1418
2020-08-22,desktop,16919
2020-08-23,RS-os,1353
2020-08-23,desktop,18143
2020-08-24,RS-os,2814
2020-08-24,desktop,35991
2020-08-25,RS-os,2708
2020-08-25,desktop,36078
2020-08-26,RS-os,2205
2020-08-26,desktop,38976
2020-08-27,RS-os,2241
2020-08-27,desktop,35249
2020-08-28,RS-os,2015
2020-08-28,desktop,29173
2020-08-29,RS-os,1104
2020-08-29,desktop,18214
2020-08-30,RS-os,1069
2020-08-30,desktop,20494
2020-08-31,RS-os,2064
2020-08-31,desktop,38184
2020-09-01,RS-os,2223
2020-09-01,desktop,41927
2020-09-02,RS-os,2330
2020-09-02,desktop,40945
2020-09-03,RS-os,1895
2020-09-03,desktop,39182
2020-09-04,RS-os,1884
2020-09-04,desktop,31441
2020-09-05,RS-os,1127
2020-09-05,desktop,18854
2020-09-06,RS-os,1145
2020-09-06,desktop,20517
2020-09-07,RS-os,1648
2020-09-07,desktop,36059
2020-09-08,RS-os,2339
2020-09-08,desktop,42971
2020-09-09,RS-os,2393
2020-09-09,desktop,42580
2020-09-10,RS-os,3060
2020-09-10,desktop,39857
2020-09-11,RS-os,2187
2020-09-11,desktop,33075
2020-09-12,RS-os,1142
2020-09-12,desktop,20930
2020-09-13,RS-os,1237
2020-09-13,desktop,23275
2020-09-14,RS-os,2412
2020-09-14,desktop,43154
2020-09-15,RS-os,2432
2020-09-15,desktop,43460
2020-09-16,RS-os,2149
2020-09-16,desktop,40789
2020-09-17,RS-os,2015
2020-09-17,desktop,38409
2020-09-18,RS-os,2598
2020-09-18,desktop,33004
2020-09-19,RS-os,1262
2020-09-19,desktop,21277
2020-09-20,RS-os,1306
2020-09-20,desktop,22929
2020-09-21,RS-os,2240
2020-09-21,desktop,41093
2020-09-22,RS-os,2415
2020-09-22,desktop,41544
2020-09-23,RS-os,2223
2020-09-23,desktop,39591
2020-09-24,RS-os,2233
2020-09-24,desktop,38057
2020-09-25,RS-os,2311
2020-09-25,desktop,33149
2020-09-26,RS-os,1266
2020-09-26,desktop,21422
2020-09-27,RS-os,1113
2020-09-27,desktop,22089
2020-09-28,RS-os,2411
2020-09-28,desktop,39106
2020-09-29,RS-os,2429
2020-09-29,desktop,38741
2020-09-30,RS-os,2462
2020-09-30,desktop,37426
2020-10-01,RS-os,2482
2020-10-01,desktop,37018
2020-10-02,RS-os,1981
2020-10-02,desktop,30438
2020-10-03,RS-os,1208
2020-10-03,desktop,20017
2020-10-04,RS-os,1278
2020-10-04,desktop,21632
2020-10-05,RS-os,2547
2020-10-05,desktop,40272
2020-10-06,RS-os,2463
2020-10-06,desktop,40377
2020-10-07,RS-os,2675
2020-10-07,desktop,39510
2020-10-08,RS-os,2109
2020-10-08,desktop,35919
2020-10-09,RS-os,3050
2020-10-09,desktop,31160
2020-10-10,RS-os,1405
2020-10-10,desktop,20583
2020-10-11,RS-os,1241
2020-10-11,desktop,21095
2020-10-12,RS-os,3088
2020-10-12,desktop,49146
2020-10-13,RS-os,3935
2020-10-13,desktop,77482
2020-10-14,RS-os,3519
2020-10-14,desktop,16429
2020-10-15,RS-os,3397
2020-10-15,desktop,34089
2020-10-16,RS-os,3502
2020-10-16,desktop,28941
2020-10-17,RS-os,2684
2020-10-17,desktop,19273
2020-10-18,RS-os,2794
2020-10-18,desktop,20075
2020-10-19,RS-os,3631
2020-10-19,desktop,34241
2020-10-20,RS-os,4072
2020-10-20,desktop,34206
2020-10-21,RS-os,3033
2020-10-21,desktop,33674
2020-10-22,RS-os,2698
2020-10-22,desktop,31525
2020-10-23,RS-os,2502
2020-10-23,desktop,26828
2020-10-24,RS-os,1359
2020-10-24,desktop,17762
2020-10-25,RS-os,1251
2020-10-25,desktop,18623
2020-10-26,RS-os,2278
2020-10-26,desktop,32776
2020-10-27,RS-os,2600
2020-10-27,desktop,32461
2020-10-28,RS-os,2266
2020-10-28,desktop,30431
2020-10-29,RS-os,2497
2020-10-29,desktop,28044
2020-10-30,RS-os,2383
2020-10-30,desktop,25373
2020-10-31,RS-os,1387
2020-10-31,desktop,17090
2020-11-01,RS-os,1437
2020-11-01,desktop,19615
2020-11-02,RS-os,2474
2020-11-02,desktop,36256
2020-11-03,RS-os,2436
2020-11-03,desktop,38667
2020-11-04,RS-os,2428
2020-11-04,desktop,34988
2020-11-05,RS-os,2250
2020-11-05,desktop,34852
2020-11-06,RS-os,2312
2020-11-06,desktop,28192
2020-11-07,RS-os,1604
2020-11-07,desktop,19089
2020-11-08,RS-os,1473
2020-11-08,desktop,20815
2020-11-09,RS-os,2565
2020-11-09,desktop,33088
2020-11-10,RS-os,2805
2020-11-10,desktop,31520
2020-11-11,RS-os,2247
2020-11-11,desktop,29086
2020-11-12,RS-os,2662
2020-11-12,desktop,29736
2020-11-13,RS-os,2451
2020-11-13,desktop,24962
2020-11-14,RS-os,1470
2020-11-14,desktop,16961
2020-11-15,RS-os,1205
2020-11-15,desktop,18544
2020-11-16,RS-os,2797
2020-11-16,desktop,29085
2020-11-17,RS-os,2414
2020-11-17,desktop,29446
2020-11-18,RS-os,2621
2020-11-18,desktop,28782
2020-11-19,RS-os,2949
2020-11-19,desktop,27859
2020-11-20,RS-os,2737
2020-11-20,desktop,24175
2020-11-21,RS-os,1309
2020-11-21,desktop,16944
2020-11-22,RS-os,1288
2020-11-22,desktop,17308
2020-11-23,RS-os,2746
2020-11-23,desktop,27362
2020-11-24,RS-os,2841
2020-11-24,desktop,26606
2020-11-25,RS-os,1953
2020-11-25,desktop,16834
2020-11-26,RS-os,2014
2020-11-26,desktop,23583
2020-11-27,RS-os,1816
2020-11-27,desktop,20284
2020-11-28,RS-os,1316
2020-11-28,desktop,15377
2020-11-29,RS-os,1418
2020-11-29,desktop,16244
2020-11-30,RS-os,3101
2020-11-30,desktop,26487
2020-12-01,RS-os,2532
2020-12-01,desktop,26950
2020-12-02,RS-os,2883
2020-12-02,desktop,25984
2020-12-03,RS-os,2774
2020-12-03,desktop,24275
2020-12-04,RS-os,2235
2020-12-04,desktop,22041
2020-12-05,RS-os,1555
2020-12-05,desktop,15854
2020-12-06,RS-os,1568
2020-12-06,desktop,15756
2020-12-07,RS-os,2423
2020-12-07,desktop,24552
2020-12-08,RS-os,2563
2020-12-08,desktop,23117
2020-12-09,RS-os,2584
2020-12-09,desktop,23557
2020-12-10,RS-os,2342
2020-12-10,desktop,22850
2020-12-11,RS-os,2201
2020-12-11,desktop,19716
2020-12-12,RS-os,1460
2020-12-12,desktop,14040
2020-12-13,RS-os,1424
2020-12-13,desktop,14179
2020-12-14,RS-os,2392
2020-12-14,desktop,21960
2020-12-15,RS-os,2429
2020-12-15,desktop,20931
2020-12-16,RS-os,2255
2020-12-16,desktop,20947
2020-12-17,RS-os,1993
2020-12-17,desktop,19892
2020-12-18,RS-os,2107
2020-12-18,desktop,16974
2020-12-19,RS-os,1203
2020-12-19,desktop,12598
2020-12-20,RS-os,1290
2020-12-20,desktop,12201
2020-12-21,RS-os,2032
2020-12-21,desktop,17399
2020-12-22,RS-os,2012
2020-12-22,desktop,16659
2020-12-23,RS-os,1876
2020-12-23,desktop,14841
2020-12-24,RS-os,1597
