"date","downloads"
"2023-12-17",16737
"2023-12-18",29493
"2023-12-19",37066
"2023-12-20",58573
"2023-12-21",44807
"2023-12-22",32449
"2023-12-23",19745
"2023-12-24",17543
"2023-12-25",19320
"2023-12-26",24839
"2023-12-27",27874
"2023-12-28",27577
"2023-12-29",22432
"2023-12-30",16148
"2023-12-31",13019
"2024-01-01",15035
"2024-01-02",33264
"2024-01-03",36293
"2024-01-04",36203
"2024-01-05",32353
"2024-01-06",22268
"2024-01-07",22769
"2024-01-08",51781
"2024-01-09",58666
"2024-01-10",54857
"2024-01-11",51780
"2024-01-12",39713
"2024-01-13",23818
"2024-01-14",24651
"2024-01-15",49280
"2024-01-16",56354
"2024-01-17",57492
"2024-01-18",55757
"2024-01-19",44894
"2024-01-20",28576
"2024-01-21",28768
"2024-01-22",58528
"2024-01-23",62180
"2024-01-24",57653
"2024-01-25",52781
"2024-01-26",42232
"2024-01-27",26155
"2024-01-28",26558
"2024-01-29",51928
"2024-01-30",54963
"2024-01-31",72369
"2024-02-01",85509
"2024-02-02",64988
"2024-02-03",37643
"2024-02-04",37852
"2024-02-05",70049
"2024-02-06",65842
"2024-02-07",60043
"2024-02-08",54108
"2024-02-09",43423
"2024-02-10",27195
"2024-02-11",28225
"2024-02-12",49602
"2024-02-13",52120
"2024-02-14",48949
"2024-02-15",45027
"2024-02-16",38902
"2024-02-17",25678
"2024-02-18",26874
"2024-02-19",47471
"2024-02-20",54324
"2024-02-21",52074
"2024-02-22",48862
"2024-02-23",38411
"2024-02-24",24134
"2024-02-25",26819
"2024-02-26",55159
"2024-02-27",56200
"2024-02-28",52054
"2024-02-29",49611
"2024-03-01",40966
"2024-03-02",25848
"2024-03-03",27196
"2024-03-04",51661
"2024-03-05",54079
"2024-03-06",51236
"2024-03-07",48375
"2024-03-08",38017
"2024-03-09",24931
"2024-03-10",28323
"2024-03-11",49998
"2024-03-12",50496
"2024-03-13",49298
"2024-03-14",43066
"2024-03-15",36264
"2024-03-16",24089
"2024-03-17",24205
"2024-03-18",44979
"2024-03-19",44971
"2024-03-20",42794
"2024-03-21",40778
"2024-03-22",32818
"2024-03-23",22610
"2024-03-24",21807
"2024-03-25",37413
"2024-03-26",39299
"2024-03-27",35253
"2024-03-28",32671
"2024-03-29",23622
"2024-03-30",17877
"2024-03-31",17920
"2024-04-01",32205
"2024-04-02",41570
"2024-04-03",39278
"2024-04-04",36737
"2024-04-05",30703
"2024-04-06",19951
"2024-04-07",22177
"2024-04-08",38892
"2024-04-09",38960
"2024-04-10",37207
"2024-04-11",36724
"2024-04-12",32470
"2024-04-13",19746
"2024-04-14",22087
"2024-04-15",40833
"2024-04-16",40864
"2024-04-17",38796
"2024-04-18",36626
"2024-04-19",31751
"2024-04-20",21683
"2024-04-21",22425
"2024-04-22",37683
"2024-04-23",2030
"2024-04-24",36167
"2024-04-25",34474
"2024-04-26",1162
